tconst,Id_TMDB,Titre,Titre Original,Date de sortie,Durée,Id des genres,Genre Principal,Genre secondaire,Genre tertiaire,Genres,Mots clés,Budget,Recettes,Pays d'origine,Langue Originale,Moyenne des votes,Nombre de votants,Popularité,Résumé,Slogan,Affiche du film,Arrière plan film,Société de production,Pays d'origine de la production,URL complète,Résolution,Type de vidéo,Officiel,Date de mise en ligne,Id Youtube
tt8522006,520172,"Ma belle-famille, Noël et moi",Happiest Season,2020-11-26,102,"[10749, 35]",Comedy,Romance,Non renseigné,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comédie'}]","{1862: 'coming out', 1459: 'marriage proposal', 65: 'holiday', 9799: 'romcom', 9833: 'lesbian relationship', 11524: 'in the closet', 13014: 'orphan', 33694: 'family holiday', 158718: 'lgbt', 187056: 'woman director', 189966: 'holiday season', 193594: 'pittsburgh, pennsylvania', 207317: 'christmas', 209792: 'candid', 226553: 'mayoral campaign', 241738: 'sister sister relationship', 259376: 'playful', 264386: 'lesbian', 303310: 'joyous', 319319: 'sentimental', 325814: 'familiar', 325824: 'hopeful', 325853: 'sympathetic'}",0,1401954,['US'],en,7.126,1272,5.9767,"Une jeune femme souhaite demander sa petite amie en mariage lors d'une fête de famille, mais ses plans sont chamboulés lorsqu'elle découvre que sa partenaire n'a pas fait son coming-out auprès de ses parents conservateurs.","Pour les fêtes, rencontrez la parenté.",/codMWBPb2pB2Sa5IeN98UaREee.jpg,/jOWgFmD1H5t6nL7ChbmX8oDFUZl.jpg,"[{'id': 12292, 'logo_path': '/5J93SHsuvIV32AE9oSbMi02pqw9.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=vPBDeSn0MZk,1080.0,Trailer,False,2020-12-17 11:20:48+00:00,602ebedb25cd85003fa58576
tt8855960,604031,Straight Up,Straight Up,2020-02-28,95,"[35, 10749]",Comedy,Romance,Non renseigné,"[{'id': 35, 'name': 'Comédie'}, {'id': 10749, 'name': 'Romance'}]","{566: 'sexual identity', 815: 'soulmates', 3183: 'bisexuality', 11036: 'obsessive compulsive disorder (ocd)', 12670: 'los angeles, california', 156930: 'sexual confusion', 158718: 'lgbt', 177973: 'chance meeting', 189131: 'psychoanalyst', 247099: 'asexuality', 258533: 'gay theme', 259376: 'playful', 266244: 'aspiring actress', 267876: 'relaxed', 288816: 'lighthearted', 324713: 'whimsical'}",0,16080,['US'],en,6.852,81,2.3566,Todd et Rory sont des compagnons d'âme intellectuels. Il pourrait être gay. Elle pourrait ne pas s'en soucier. Un drame de comédie romantique avec une torsion; une histoire d'amour sans le frisson de la copulation.,Il est peut-être gay. Elle pourrait ne pas s'en soucier.,/9euXbZuT4HksS1SD6ESSqxzDP8p.jpg,/qPSQV3mPS9ThPLRxgo9xpK5sNBP.jpg,"[{'id': 117654, 'logo_path': '/1LX9vw24AJr4cGTHZw10e73YEfI.png', 'name': 'Valparaiso Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",Non renseigné,,Non renseigné,Non renseigné,,Non renseigné
tt8946378,546554,À couteaux tirés,Knives Out,2019-11-27,130,"[35, 80, 9648]",Comedy,Crime,Drama,"[{'id': 35, 'name': 'Comédie'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystère'}]","{2356: 'immigrant', 703: 'detective', 1700: 'massachusetts', 5340: 'investigation', 4498: 'big family', 12545: 'mansion', 12570: 'whodunit', 198147: 'family home', 207046: 'murder mystery', 207268: 'neo-noir', 260779: 'privilege'}",40000000,312897920,['US'],en,7.843,13246,11.8325,"Célèbre auteur de polars, Harlan Thrombey est retrouvé mort dans sa somptueuse propriété, le soir de ses 85 ans. L’esprit affûté et la mine débonnaire, le détective Benoit Blanc est alors engagé par un commanditaire anonyme afin d’élucider l’affaire. Mais entre la famille d’Harlan qui s'entre-déchire et son personnel qui lui reste dévoué, Blanc plonge dans les méandres d’une enquête mouvementée, mêlant mensonges et fausses pistes, où les rebondissements s'enchaînent à un rythme effréné jusqu'à la toute dernière minute…",Parviendrez-vous à trouver le coupable ?,/qebfcMW8RDjoMTNLNeDFfMlVCGp.jpg,/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 2531, 'logo_path': '/9MfCJ2G6Nrf9yyRj4tAgPmMiDcn.png', 'name': 'MRC', 'origin_country': 'US'}, {'id': 37871, 'logo_path': '/aUOo1S2AabqQnRrXK6XuObWPDyK.png', 'name': 'T-Street', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=6uBSuHGEaQ4,1080.0,Trailer,True,2019-11-18 15:23:54+00:00,5dd452ae8c40f70014bbf656
tt9356952,565383,The Death of Dick Long,The Death of Dick Long,2019-09-27,100,"[35, 80, 18]",Comedy,Crime,Drama,"[{'id': 35, 'name': 'Comédie'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drame'}]","{2673: 'horse', 11534: 'sexual violence', 9627: 'rape of a male', 159818: 'zoophilia', 169618: 'bestiality', 238032: 'cover-up attempt'}",0,36586,['US'],en,6.135,171,2.2597,"Au sein d'une petite ville d'Alabama, un certain Dick est mort. Ses amis, Zeke et Earl, ne souhaitent pas que les autorités découvrent comment. Ils tentent alors de camoufler le décès. Mais la femme de Zeke et sa fille sont soupçonneuses...",Non renseigné,/vURitOcmtcH8Dr1bWryTvfkeyJX.jpg,/gTNCO9iTeOq9m4pyUZwNoMCvdGf.jpg,"[{'id': 41077, 'logo_path': '/1ZXsGaFPgrgS6ZZGS37AqD5uU12.png', 'name': 'A24', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",Non renseigné,,Non renseigné,Non renseigné,,Non renseigné
tt9484998,587792,Palm Springs,Palm Springs,2020-07-10,90,"[35, 10749, 878]",Comedy,Fantasy,Mystery,"[{'id': 35, 'name': 'Comédie'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science-Fiction'}]","{567: 'alcohol', 1964: 'cave', 4379: 'time travel', 3521: 'earthquake', 8181: 'swimming pool', 11494: 'drug use', 10538: 'palm springs', 10854: 'time loop', 12612: 'nemesis', 13027: 'wedding', 39833: 'maid of honor', 185863: 'carefree', 205735: 'older sister', 220046: 'groundhog day', 228069: 'stuck', 315414: ""sister's wedding""}",5000000,1818417,['US'],en,7.333,3462,5.3394,"L'insouciant Nyles rencontre la demoiselle d'honneur Sarah lors d'un mariage à Palm Springs. Dès lors, ils commencent une idylle qui ne sera pas de tout repos pour l'un comme pour l'autre.",Vis comme s'il n'y avait pas de lendemain.,/gnAfqiV7yO3Jq9IntTmwkcaICqc.jpg,/upybe5efxWc3lHgCfq6uTY7ypLF.jpg,"[{'id': 128360, 'logo_path': '/a9YkOw7I1CCBOc9Cy1FDGYfFrJm.png', 'name': 'Limelight', 'origin_country': 'US'}, {'id': 53808, 'logo_path': '/6nnIZAKEXVKwZtuzfbv5gLeHvp2.png', 'name': 'The Lonely Island', 'origin_country': 'US'}, {'id': 215031, 'logo_path': None, 'name': 'Sun Entertainment Culture Los Angeles', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=sOAAbI_gHDw,1080.0,Trailer,False,2021-02-16 18:07:40+00:00,602d9f722cde98003f2e8813
tt9731598,614939,Bros,Bros,2022-09-30,115,"[35, 10749]",Comedy,Romance,Non renseigné,"[{'id': 35, 'name': 'Comédie'}, {'id': 10749, 'name': 'Romance'}]","{715: 'chocolate', 888: 'screenwriter', 2598: 'museum', 9799: 'romcom', 158718: 'lgbt', 169333: 'emotional vulnerability', 173662: 'gay pride', 183440: 'pride parade', 226257: 'investment banker', 240305: 'gay romance', 247192: 'emotional breakdown', 258533: 'gay theme', 265777: 'gay relationship'}",22000000,14781779,['US'],en,6.656,549,1.7478,"L’histoire de deux hommes dont la relation pourrait, peut-être, se transformer en une grande histoire d’amour.",La comédie romantique qui va vous toucher,/ffLtTPPMTwijP1bFZpcyFEhcsvo.jpg,/mezKuuKtAKPENnAVlT3TghkMACv.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 10105, 'logo_path': '/bN4tiAS8oNlHhIqq66KBPQ1Ekqh.png', 'name': 'Apatow Productions', 'origin_country': 'US'}, {'id': 23876, 'logo_path': None, 'name': 'Stoller Global Solutions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=BLBrx3vA924,1080.0,Trailer,True,2022-08-02 10:30:50+00:00,63b0a0af26677800a2bf73af
tt9764362,593643,Le Menu,The Menu,2022-11-17,106,"[35, 27, 53]",Comedy,Horror,Thriller,"[{'id': 35, 'name': 'Comédie'}, {'id': 27, 'name': 'Horreur'}, {'id': 53, 'name': 'Thriller'}]","{6259: 'psychopath', 1523: 'obsession', 1583: 'mass murder', 1946: 'restaurant', 10123: 'dark comedy', 9748: 'revenge', 10637: 'food', 12997: 'dinner', 18293: 'chef', 18295: 'food critic', 156630: 'remote island', 217930: 'french cuisine', 220064: 'culinary arts', 226184: 'fine dining', 267275: 'haute cuisine', 309974: 'absurd', 325769: 'appreciative', 325817: 'foreboding', 325841: 'pessimistic'}",35000000,79628200,['US'],en,7.171,5719,15.0759,"Sur une île isolée, un jeune couple pénètre dans un restaurant gastronomique ayant une très bonne réputation. Le chef se lance alors dans un menu somptueux assorti à quelques surprises stupéfiantes.",Minutieusement préparé. Brillamment exécuté.,/z9KjjwNcY6WhhA2HGCOzNOa0Lg6.jpg,/mSyQoValhBsJdq3JNGXJww2Q5yL.jpg,"[{'id': 125055, 'logo_path': '/8iY66HqRqdQdwOjoS3sNvokcH9r.png', 'name': 'Hyperobject Industries', 'origin_country': 'US'}, {'id': 127929, 'logo_path': '/7DLKyL15ETI9645XSr9JcbMV79c.png', 'name': 'Searchlight Pictures', 'origin_country': 'US'}, {'id': 4740, 'logo_path': '/20IuOPEwlHRXnn0MTOsEmw0wcql.png', 'name': 'Gary Sanchez Productions', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=0K27bu3APZM,1080.0,Trailer,True,2022-08-10 15:46:16+00:00,638e6a089affc000c9451301
tt0212815,21056,Big Eden,Big Eden,2000-04-18,117,"[18, 10749]",Comedy,Drama,Romance,"[{'id': 18, 'name': 'Drame'}, {'id': 10749, 'name': 'Romance'}]","{242: 'new york city', 680: 'montana', 3230: 'male friendship', 10322: 'native american', 158718: 'lgbt', 243575: 'indigenous lgbt', 258533: 'gay theme', 265777: 'gay relationship'}",0,512451,['US'],en,6.17,47,2.6934,"Henry Hart est un artiste contemporain new-yorkais qui connaît le succès. Un été, son amie Grace l'appelle depuis son village d'enfance : Sam, le grand-père de Henry, vient d'avoir une attaque. Passant outre son assistante Mary Margaret, Henry se sent moralement obligé d'aller aider son grand-père. Il prend alors l'avion pour Big Eden, dans le Montana.
 Sur place, il reste pour s'occuper de Sam qui est invalide. Il n'a jamais caché son homosexualité, mais il lui faut revoir son béguin d'adolescence, Dean. Grace organise de l'aide pour préparer les repas de Sam et Henry. C'est d'abord la veuve Thayer qui cuisine, et l'épicier Pike Dexter livre et met la table. Mais ce dernier se rend compte que les plats sont peu appétissants. Il décide d'apprendre à cuisiner pour préparer lui-même de meilleurs repas pour Sam et Henry. Le timide Amérindien semble bien être tombé amoureux du peintre. Peu à peu, le village s'en rend compte et va essayer de l'aider à se rapprocher de Henry.",Non renseigné,/hAIqu69z1tZjfdq2jThAifAp0tQ.jpg,/nFTu2wKCs2AEuDUL4GuFxuCNBU0.jpg,"[{'id': 3895, 'logo_path': None, 'name': 'Chaiken Films', 'origin_country': ''}, {'id': 210715, 'logo_path': None, 'name': 'Jour De Fete Films', 'origin_country': ''}, {'id': 5537, 'logo_path': None, 'name': 'Wolfe Releasing', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",Non renseigné,,Non renseigné,Non renseigné,,Non renseigné
tt0268126,2757,Adaptation.,Adaptation.,2002-12-06,116,"[35, 80, 18]",Comedy,Drama,Non renseigné,"[{'id': 35, 'name': 'Comédie'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drame'}]","{818: 'based on novel or book', 5809: 'marriage crisis', 3184: 'alligator', 5914: ""writer's block"", 6722: 'orchid', 13028: 'writer', 15016: 'twins', 33424: 'cynical', 212737: 'philosophical', 225012: 'satirical', 225219: 'reflective', 269808: 'introspective', 309974: 'absurd'}",19000000,32800000,['US'],en,7.346,2651,4.3009,"Le scénariste Charlie Kaufman est rongé par le doute. Engagé pour adapter à l'écran un livre tiré de la vie de John Laroche, chasseur et trafiquant d'orchidées dans les Everglades, il est totalement bloqué. Comme Susan Orlean, la brillante journaliste new-yorkaise qui a rédigé le roman, Charlie est incapable de vivre une véritable histoire d'amour. Donald, son frère jumeau, aggrave la situation : non seulement, il réussit sans peine comme scénariste, mais il remporte également un franc succès auprès des femmes, ce qui n'est pas le cas de Charlie. Un jour, ce dernier croit avoir trouvé une solution : il va utiliser ses problèmes personnels comme base d'un scénario sur Laroche et Susan Orlean. Mais alors que l'inspiration vient et que l'histoire prend forme, Charlie va déclencher une série d'évènements qui vont bouleverser la vie de tous les protagonistes.",4 vies. 1 histoire.,/ndlNK6qIQTCfalWuN4In1ZhHA0U.jpg,/dh0PHjz4GKgR1PCkB6xH7g6PCuM.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 278, 'logo_path': '/r3Aya3Sy7f24t6Waaug3mQn6ew7.png', 'name': 'Propaganda Films', 'origin_country': 'US'}, {'id': 10565, 'logo_path': '/5djnxodjmgbzdXiNRllwhQPxANY.png', 'name': 'Good Machine', 'origin_country': 'US'}, {'id': 8856, 'logo_path': '/hlbfz8l0yIXhMn7EecL0JVSeceE.png', 'name': 'Intermedia', 'origin_country': 'US'}, {'id': 267, 'logo_path': None, 'name': 'Beverly Detroit Studios', 'origin_country': 'US'}, {'id': 1274, 'logo_path': '/lGEGe7gVCVNexgGXSEo8mBObJrw.png', 'name': 'Clinica Estetico', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",Non renseigné,,Non renseigné,Non renseigné,,Non renseigné
tt0333766,401,Garden state,Garden State,2004-07-28,102,"[35, 18, 10749]",Comedy,Drama,Romance,"[{'id': 35, 'name': 'Comédie'}, {'id': 18, 'name': 'Drame'}, {'id': 10749, 'name': 'Romance'}]","{894: 'depression', 586: 'new jersey', 6059: 'unsociability', 856: 'paraplegic', 996: 'expensive restaurant', 697: 'loss of loved one', 1740: 'pop culture', 2467: 'difficult childhood', 1941: 'ecstasy', 1942: 'strangeness', 1944: 'epilepsy', 1945: 'lethargy', 1947: 'answering machine', 9457: 'single', 10776: 'marijuana', 12670: 'los angeles, california', 15106: 'psychiatrist', 158741: 'grave digger'}",2500000,26781723,['US'],en,7.082,1962,4.5578,"Acteur de télévision, Andrew « Large » Largeman est obligé de retourner dans son New Jersey natal pour l'enterrement de sa mère. Soudain, il se retrouve sans les antidépresseurs et les 3 000 kilomètres qui le protégeaient de son histoire… Après 9 ans d'absence, Large revoit son père, un vieil homme dominateur, mais aussi tous ceux avec qui il a grandi. Ils sont aujourd'hui fossoyeur, employé de fast-food ou magouilleur professionnel… Sa rencontre avec la jolie Sam va le bouleverser encore un peu plus. Elle est son exacte contraire, vivante et audacieuse. Entre passé et futur, entre douleur et joie, Large va découvrir qu'il est peut-être temps de commencer à vivre…",Non renseigné,/nL3NRcDGs1JXXSRSmSsuj6Y5UbV.jpg,/2mu6XkJE0B6nK5jeOvXOyWPVmhw.jpg,"[{'id': 11728, 'logo_path': None, 'name': 'Camelot Pictures', 'origin_country': 'US'}, {'id': 216, 'logo_path': '/iKPzC6YxqNAk6fMoTtFhIF5p6yw.png', 'name': 'Jersey Films', 'origin_country': 'US'}, {'id': 215, 'logo_path': '/tQyeqkCj24krhY2W8qeAztcOS37.png', 'name': 'Double Feature Films', 'origin_country': 'US'}, {'id': 11729, 'logo_path': None, 'name': ""Large's Ark Productions"", 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=2Sxljz-My1w,360.0,Trailer,False,2015-02-14 10:03:30+00:00,54df1d80925141469f000fb1
tt0340377,2056,The Station Agent,The Station Agent,2003-12-05,89,"[18, 35]",Comedy,Drama,Non renseigné,"[{'id': 18, 'name': 'Drame'}, {'id': 35, 'name': 'Comédie'}]","{6054: 'friendship', 586: 'new jersey', 5290: 'small person'}",500000,8701337,['US'],en,7.359,735,5.9432,"Lorsque Finbar McBride, un nain peu loquace et passionné par les trains, hérite d'une petite gare perdue dans le New Jersey, il pense y couler une vie paisible et solitaire. Mais bien vite, lui tombent dessus Joe, un Cubain sympathique mais bavard, vendeur de hot-dogs, et Olivia qui, en multipliant les bourdes, s'avère être tout aussi envahissante. Fin va devoir rompre avec son mutisme.",Non renseigné,/hrW21yOFxxXZBDJWJr4ShUI4YMB.jpg,/bX5UVSVDOcuFMJh2zWN6gXbKswM.jpg,"[{'id': 921, 'logo_path': None, 'name': 'Next Wednesday Productions', 'origin_country': ''}, {'id': 922, 'logo_path': None, 'name': 'SenArt Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",Non renseigné,,Non renseigné,Non renseigné,,Non renseigné
tt0358135,4380,Shall We Dance ? La Nouvelle Vie de monsieur Clark,Shall We Dance?,2004-10-15,106,"[18, 10749, 35]",Comedy,Drama,Music,"[{'id': 18, 'name': 'Drame'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comédie'}]","{1691: 'dance', 931: 'jealousy', 1157: 'husband wife relationship', 733: 'dancer', 1342: 'dancing master', 4344: 'musical', 9673: 'love', 9714: 'remake', 10106: 'ballroom dancing', 186736: 'dance instructor', 207010: 'dance teacher', 207972: 'lonely man', 217879: 'dance studio', 282659: 'ballroom culture'}",50000000,170128460,['US'],en,6.415,1243,4.0242,"Fatigué par la réussite et le train-train quotidien, John Clark, un brillant avocat, découvre par hasard la danse de salon. Etonné du plaisir qu'il y prend, il décide de suivre en secret les cours d'une femme aussi sensuelle que douée. Intriguée, son épouse engage un détective privé pour en savoir plus...",Sortez de l'ordinaire!,/wbqVFcwEvfgqSVBCNxAyh0d4ieq.jpg,/dbk1GH7eRmUrs8y9WFQP1corti2.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 21518, 'logo_path': None, 'name': 'Simon Fields Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",Non renseigné,,Non renseigné,Non renseigné,,Non renseigné
tt0362227,594,Le Terminal,The Terminal,2004-06-17,129,"[35, 18]",Comedy,Drama,Romance,"[{'id': 35, 'name': 'Comédie'}, {'id': 18, 'name': 'Drame'}]","{242: 'new york city', 6054: 'friendship', 1459: 'marriage proposal', 822: 'airport', 2080: 'stewardess', 1638: 'translation', 2173: 'illegal immigration', 2568: 'language barrier', 3014: 'immigration law', 1846: 'craftsman', 3015: 'fast food restaurant', 3017: 'jazz singer or musician', 3018: 'saxophonist', 3019: 'autograph', 3022: 'passport', 244888: 'eastern european', 253351: 'jazz history', 310388: 'ins'}",60000000,219417255,['US'],en,7.351,8368,6.1822,"Viktor Navorski est l’un de ces milliers de touristes, venus des quatre coins du monde, qui débarquent chaque jour à l’Aéroport JFK de New York. Mais, à quelques heures de son arrivée, voilà qu’un coup d’État bouleverse sa petite république d’Europe Centrale, mettant celle‐ci au ban des nations et faisant de Viktor… un apatride. Les portes de l’Amérique se ferment devant lui, alors même que se bouclent les frontières de son pays: Viktor est bel et bien coincé…",La vie nous attend.,/kzmY94woFy7alwea9H1JVS4tUCQ.jpg,/zywtNiaZ9r7azrcNdl2j0jOgrkw.jpg,"[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 384, 'logo_path': None, 'name': 'Parkes+MacDonald Production', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=2P4vgwGkTz8,1080.0,Trailer,False,2023-01-20 15:17:36+00:00,63ceaeda7aecc600ba5a3572
tt0365885,11354,Les bienfaits de la colère,The Upside of Anger,2005-03-11,115,"[35, 18]",Comedy,Drama,Non renseigné,"[{'id': 35, 'name': 'Comédie'}, {'id': 18, 'name': 'Drame'}]","{6054: 'friendship', 933: 'michigan', 3739: 'funeral', 2251: 'lie', 3616: 'college', 9856: 'flashback', 9872: 'grief', 10776: 'marijuana', 10226: 'neighbor', 18047: 'anger', 33457: 'alcoholic', 40879: 'drunk', 208344: 'dysfunctional'}",12000000,28237488,['US'],en,6.269,279,1.2681,"Mauvaise nouvelle pour Terry : son mari Grey s'est fait la malle avec sa secrétaire suédoise. Elle reste seule avec ses quatre filles et sa rancoeur.Denny, l'ex-meilleur ami de Grey, accompagne la famille dans cette douloureuse période et tente d'aider comme il peut. Honnêtement, il aimerait bien faire plus pour Terry, mais c'est vraiment trop compliqué entre eux.De leur côté, Hadley l'étudiante, Andy, tout juste 18 ans, Emily, qui n'en finit pas de douter, et Popeye, qui, malgré ses quatorze ans, comprend beaucoup de choses, tentent de grandir avec cette absence et la haine assez communicative qu'éprouve leur mère pour leur lâcheur de père.La vie s'écoule, les enfants grandissent et Terry ne pourra pas toujours rester sur ses positions. Ses filles, le destin et Denny vont l'obliger à tout remettre en perspective.","Parfois, ce qui nous déchire nous aide à nous reconstruire.",/qgLg02LJgF42Q5OB1Tua2VLPmYc.jpg,/bPkP368pQkRY3m89nP2nWYjIxRC.jpg,"[{'id': 2226, 'logo_path': None, 'name': 'Media 8 Entertainment', 'origin_country': ''}, {'id': 3800, 'logo_path': '/yzxxBVNB18TfvDMHkC6xQhrQ2w5.png', 'name': 'Sunlight Productions', 'origin_country': 'US'}, {'id': 3801, 'logo_path': None, 'name': 'VIP Medienfonds 2', 'origin_country': ''}, {'id': 827, 'logo_path': '/j7grgeyXof8VBmqbBBSNaqVoOCb.png', 'name': 'VIP Medienfonds 3', 'origin_country': 'DE'}, {'id': 3799, 'logo_path': None, 'name': 'MDP Filmproduktion', 'origin_country': 'DE'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",Non renseigné,,Non renseigné,Non renseigné,,Non renseigné
tt0372334,24363,Le Prince de Greenwich Village,House of D,2004-05-07,93,"[35, 18]",Comedy,Drama,Non renseigné,"[{'id': 35, 'name': 'Comédie'}, {'id': 18, 'name': 'Drame'}]","{6054: 'friendship', 2796: 'self-discovery'}",6000000,389866,['US'],en,6.328,151,1.7363,Le parcours d'un New-yorkais qui tente simplement de mettre de l'ordre dans sa vie en renouant avec les personnes qui ont fait de lui celui qu'il est devenu.,Non renseigné,/sRTjTYMPcrepYPgntUTtzbfoG2j.jpg,/bhsl1BvBbRA2g8aHXFzFbGXossO.jpg,"[{'id': 35, 'logo_path': '/wxrHa3nZ1K4zo65p56991INkGo6.png', 'name': 'Lions Gate Films', 'origin_country': 'US'}, {'id': 12260, 'logo_path': None, 'name': 'Bob Yari Productions', 'origin_country': 'US'}, {'id': 38771, 'logo_path': None, 'name': 'Jeff Skoll Productions', 'origin_country': ''}, {'id': 30131, 'logo_path': None, 'name': 'Southpaw Entertainment', 'origin_country': 'US'}, {'id': 11391, 'logo_path': '/t6m0uRTzaFHCsvEpikENE0PWJGb.png', 'name': 'Tribeca Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=a8DM0KfIUvs,480.0,Trailer,False,2023-08-02 23:36:41+00:00,64cae8d3e04d8a00c61f1afe
tt0379217,883,Coffee and Cigarettes,Coffee and Cigarettes,2004-03-12,96,"[35, 18]",Comedy,Drama,Music,"[{'id': 35, 'name': 'Comédie'}, {'id': 18, 'name': 'Drame'}]","{919: 'smoking', 3170: 'cigarette', 3019: 'autograph', 2439: 'coffee', 3458: 'bartender', 4438: 'cousin', 4430: 'smalltalk', 4431: 'jukebox', 4432: 'gathering', 4433: 'conversation', 4434: 'interview', 4436: 'addicted', 155068: 'emergency doctor'}",0,7897645,['US'],en,6.898,993,2.6123,Coffee and Cigarettes est une collection de onze court-métrages du réalisateur culte Jim Jarmusch. Chaque film accueille un groupe de stars qui partagent tous le plaisir de la conversation autour d'un café et de cigarettes.,Non renseigné,/wIzqEbTuS70XFj4wAykvIJbpbU7.jpg,/riKGYv1afrSTggw4lKXusjToqYG.jpg,"[{'id': 60103, 'logo_path': None, 'name': 'Smokescreen', 'origin_country': 'US'}, {'id': 194517, 'logo_path': '/nZaVIrCY0pIopTLScuRr9XAUj4G.png', 'name': 'Asmik Ace Entertainment', 'origin_country': 'JP'}, {'id': 225, 'logo_path': '/oTRPUgdpWotA7Hi5gpioQO0MEyk.png', 'name': 'BiM Distribuzione', 'origin_country': 'IT'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",Non renseigné,,Non renseigné,Non renseigné,,Non renseigné
