ncons,Id IMDb,Identité,Photo de profil,Connu pour ces Films,Popularité,Biographie,Année de naissance,Lieu de naissance,Année de décès,Métier,Profession Primaire,Profession Secondaire,Profession Tertiaire
nm1164743,980256.0,Makis Gazis,/yWOyPWqprJVPlPzylt6yZEy7qs9.jpg,"tt26932649,tt15547924,tt9100054,tt8749198",0.0561,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actor
nm1311253,1986907.0,Annamaria Sambucco,,"tt12680684,tt2358891,tt3655448,tt3758542",0.5046,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,assistant_director
nm0569124,1532410.0,Robert McGee,,"tt2861424,tt0159097,tt5090568,tt1620981",0.1851,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actor
nm6619061,1829935.0,Marlène Serour,,"tt8116588,tt6426028,tt13528092,tt18036574",0.0545,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,assistant_director
nm0089829,5631.0,Lynn Blumenthal,,"tt0115639,tt0107050,tt2235108,tt0120324",0.044,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,director
nm1637538,74013.0,Juliette Denis,/lqZHONc4mwYqdTwJp5O5oyXDD2a.jpg,"tt14540048,tt13278100,tt28639058,tt1946298",0.0739,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,director
nm0372847,965090.0,Jim Heber,,"tt0492044,tt15339570,tt1558128,tt1095174",0.1732,Inconnu,Inconnu,"Winnipeg, Manitoba, Canada",Inconnu,casting_director,casting_director,casting_department,actor
nm9699451,,Kenza Barrah,,"tt27124268,tt21877348,tt9196192,tt29580825",,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actor
nm0787836,23828.0,Christa Schamberger,,"tt0443649,tt15305648,tt6002522,tt2375692",0.549,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,assistant_director
nm1151043,1420856.0,Mito Skellern,,"tt3799232,tt1392190,tt0918940,tt3381008",0.0506,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,assistant_director
nm1346161,1324036.0,Geralyn Flood,,"tt15591076,tt5536400,tt10763486,tt14489484",0.0239,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,miscellaneous
nm0467873,1099130.0,Carmen Kotyk,/rdd4jwz5urcON73O5e8AzlPuoDz.jpg,"tt2304637,tt3612126,tt3280262,tt8633478",0.2188,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,miscellaneous
nm1529085,1181409.0,Julie Harkin,,"tt11204260,tt10466872,tt7671070,tt1548850",0.123,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,director
nm1430361,1651644.0,François Guignard,,"tt2615880,tt6194530,tt26699529,tt0388838",0.0655,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actor
nm3476313,,Andrea Brabin,,"tt2431438,tt1959490,tt2832470,tt0359950",,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,manager
nm1441104,21671.0,Laure Cochener,/fnoTw9lAEjzNwOPoHW6NVKCCe0K.jpg,"tt7322210,tt9812666,tt7773210,tt17526714",0.2508,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,miscellaneous
nm1189498,2230712.0,Julien Grossi,,"tt2053425,tt1235166,tt2935564,tt3013588",0.086,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actor
nm3175880,1747633.0,Okinawa Valérie Guerard,,"tt2711738,tt4322508,tt2980074,tt4592682",0.0557,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,director
nm1414435,1019426.0,Robert Sterne,/mV9p5hU0N2MlcuKWnsuXbnbITdv.jpg,"tt0944947,tt4786824,tt1478964,tt9603212",0.3066,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actor
nm2156383,,Lydia Georgana,,"tt6911608,tt5539924,tt0378897,tt0407342",,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,director
nm1501934,1178418.0,Dario Ceruti,,"tt22248276,tt4621872,tt9610556,tt1075114",0.0639,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,assistant_director
nm3519095,1883204.0,Liza Stutzky,/pFwso9V4dIhuvVGwl4enJLOydhO.jpg,"tt26773573,tt31101783,tt27165281,tt8535968",0.1238,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,director
nm4762792,1491505.0,Benoit Luporsi,,"tt0900387,tt1645155,tt4557072,tt1838603",0.0409,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,writer
nm5504295,2449453.0,Sunny Dagar,,"tt2377938,tt28228084,tt13013204,tt5128266",0.0261,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actor
nm5811800,1727069.0,Trishaan,,"tt5461944,tt2120120,tt3332064,tt2820852",0.0168,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actor
nm3149281,1717992.0,Nanw Rowlands,,"tt17921714,tt13468436,tt10329614,tt14208870",0.0768,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,assistant_director
nm4975072,1622448.0,Emma Gunnery,/doaX4CbI9cOEf7WbRk2I5X7I7a2.jpg,"tt26470109,tt1959563,tt8816194,tt1158939",0.0616,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,production_department
nm2092552,1887252.0,Samy Burch,/vtIeOc09F5I6JjvLfW5HhmzXx8S.jpg,"tt13651794,tt1392170,tt1951265,tt1951266",0.1769,Inconnu,Inconnu,USA,Inconnu,casting_director,casting_director,casting_department,writer
nm2352589,1462300.0,Kara Eide,,"tt2543472,tt5492260,tt11214558,tt21376524",0.4288,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,editorial_department
nm1115120,61501.0,Cindi Rush,,"tt0830558,tt1714208,tt0417745,tt27627925",0.0482,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,executive
nm3871770,1973051.0,Stevie Ray,,"tt18228732,tt8399664,tt1684562,tt9783600",0.0454,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actor
nm0502098,962306.0,Luci Lenox,,"tt13062500,tt4226388,tt27796126,tt8290362",0.0746,Inconnu,1968-06-20,"Cambridge, England, UK",Inconnu,casting_director,casting_director,casting_department,production_department
nm4201351,,Lucy Rands,,"tt1677720,tt0816711,tt1731141,tt10539608",,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,production_department
nm4438591,1525433.0,Clément Morelle,,"tt4530422,tt5013056,tt17375596,tt27416499",0.0286,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,assistant_director
nm2727598,1535438.0,Thyrza Ging,,"tt13444408,tt11847842,tt23458434,tt25505582",0.6371,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,miscellaneous
nm0376137,,Justine Hempe,,"tt0499549,tt2891574,tt0329774,tt0369339",,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,miscellaneous
nm0523943,1476491.0,Nicolas Lublin,,"tt0342735,tt0194314,tt0204700,tt0209933",0.0572,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actor
nm0565157,546.0,Jeanne McCarthy,,"tt0338013,tt1232829,tt0105812,tt0091954",0.2921,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0859625,547.0,Victoria Thomas,/rlZzeWW7LDeN4cRaQFP6aso7mfw.jpg,"tt7131622,tt10696784,tt1853728,tt5390504",0.5965,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0596112,7295.0,Brigitte Moidon,/vXJfq8GoJN67MGWNWd3w9M5ZJey.jpg,"tt0237534,tt0362225,tt0164961,tt10341034",0.1628,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0236339,22058.0,Denise Doyle,,"tt0184858,tt0175142,tt0162024,tt0160399",0.0759,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0679635,21650.0,Swan Pham,/9PdqIsADAeJIYYqs8flOr4oCrZ8.jpg,"tt0414852,tt0281364,tt2172934,tt1179034",0.1009,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0916825,6052.0,April Webster,,"tt0796366,tt2527338,tt0411008,tt2488496",0.0698,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0289408,4952.0,Nancy Foy,/uD4YX7Ru4OzisE73PtZJsgvbXQ1.jpg,"tt0113497,tt0132477,tt10353704,tt28082769",0.2445,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0332523,9544.0,Ann Goulder,,"tt7681824,tt0305206,tt0147612,tt29361963",0.1203,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0496227,1123354.0,Kadija Leclere,/vnPLKENDu5n6yOq1uHCETP0mc5z.jpg,"tt1848975,tt1181611,tt0485947,tt1130988",0.0261,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0874326,50027.0,Annette Trumel,/jTJNdTLZqub6ESX1E0TfYV8C334.jpg,"tt0280665,tt1247640,tt0381681,tt0306734",0.0743,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0617593,16337.0,Juliette Ménager,/Av7s3ymtIp5iDfCQMhYPahTUFp3.jpg,"tt0449467,tt8962124,tt11771006,tt9777644",0.3809,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0852681,1046.0,Juliet Taylor,/yZpHkHDJ38MC9ochQcitEA52oFB.jpg,"tt0095647,tt0108160,tt0091167,tt0109348",0.197,Inconnu,Inconnu,"Massachusetts, USA",Inconnu,casting_director,casting_director,casting_department,actress
nm0799557,6347.0,Margery Simkin,/4k2WBcsejt4VJtz3V5NDZP24eKN.jpg,"tt0499549,tt0091419,tt1630029,tt0119360",0.4885,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0869537,72941.0,Marion Touitou,,"tt0344273,tt0411270,tt6340604,tt1740798",0.0429,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0952918,495.0,Debra Zane,/wiJJU7vSHNsW5HFkz2WX38Wg5xH.jpg,"tt1392170,tt0264464,tt0169547",0.3439,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0123305,1324.0,Victoria Burrows,/iaRRZPagufvpTtaxfHOUHNDs4Wm.jpg,"tt0120737,tt1907668,tt0167260,tt0167261",0.3888,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm1055024,1182173.0,Coralie Amedeo,/4EVPnW5CsToYus8GZQdMpcYB6OI.jpg,"tt2935564,tt6100286,tt18990128,tt0285150",0.0864,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0261744,1053005.0,Nathanièle Esther,,"tt0112682,tt0211284,tt0212002,tt0460342",0.0071,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0680903,1192007.0,Linda Phillips-Palo,/2HJTZoLbOZ97j3l2xd8SkkwhwSb.jpg,"tt0159097,tt0119978,tt0210070,tt0415978",0.0712,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0015493,1015894.0,Gigi Akoka,,"tt0449467,tt0364970,tt1675434,tt0364517",0.1961,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0172837,76014.0,Anya Colloff,,"tt0379786,tt9018736,tt0119567,tt1259521",0.2137,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0061288,7438.0,Eve Battaglia,,"tt0407265,tt0116040,tt0108160,tt6133130",0.2948,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0917789,,Wendy Weidman,,"tt6111130,tt14218674,tt11083696,tt0286486",,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0016369,55049.0,Bruria Albeck,,"tt0431197,tt0960144,tt0804522,tt0807721",0.0466,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0743650,2546618.0,Marisa Ross,,"tt4655480,tt6294706,tt0460649,tt5968394",0.0584,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm1355035,1144124.0,Leila Fournier,,"tt1964624,tt2752200,tt6367558,tt4266076",0.0407,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm1039369,96295.0,Christel Baras,/lZdOrS1y7ADRm99GCl05vpV8zLF.jpg,"tt20221436,tt8613070,tt10944760,tt1847731",0.1819,"Christel Baras est une directrice de casting. Elle a notamment découvert l'actrice Adèle Haenel. Elle est occasionnellement actrice pour des rôles secondaires dans les films de Céline Sciamma.

Elle est membre du Collectif 50/50 qui a pour but de promouvoir l’égalité des femmes et des hommes et la diversité dans le cinéma et l’audiovisuel.

Source: Article ""Christel Baras"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0100831,7800.0,Deirdre Bowen,,"tt0399146,tt10365998,tt14549466,tt1053424",0.2167,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0202403,1190035.0,Antonia Dauphin,/vO6HfaPv1PcnhYxDW2pIRtrbH2W.jpg,"tt2103267,tt1035736,tt3228286,tt22258038",0.2761,Inconnu,1958-02-04,"New York City, New York, USA",Inconnu,casting_director,casting_director,casting_department,actress
nm1031584,1636107.0,Nadia Nataf,,"tt0869994,tt0262699,tt1329457,tt8263936",0.0289,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0345267,1063951.0,Mireya Guanipa,,"tt0228750,tt0875113,tt1322302,tt0211372",0.0143,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm2658118,1491263.0,Déborah Borque,,"tt7095482,tt1267310,tt8406738,tt2873576",0.0,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0679676,983049.0,Elsa Pharaon,,"tt27490099,tt11080216,tt1356928,tt14860210",0.052,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0346675,72940.0,Aurélie Guichard,,"tt1340107,tt0462683,tt5636222,tt0814795",0.0996,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm3017953,,Yngvill Kolset Haga,,"tt6304046,tt10370710,tt12753120,tt11542758",,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm1041057,17612.0,Tamara-Lee Notcutt,,"tt13274016,tt7693316,tt11761194,tt3846674",0.1117,Inconnu,1979-03-10,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0022691,1447648.0,Marcela Altberg,/ecSgTSnnI4sjS7vJNne0a9KTOW7.jpg,"tt1869416,tt10785310,tt4875150,tt4612304",0.0593,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm1079264,1738634.0,Kate Geller,/lI321eLMSBd81kWKtEuv4gz8r2e.jpg,"tt28613536,tt11317142,tt34441067,tt10451852",0.174,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm1799153,1510872.0,Chelsea Ellis Bloch,,"tt8151874,tt9362930,tt14022668,tt13249596",0.2361,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0330951,2678.0,Stephanie Gorin,,"tt19244304,tt8368368,tt26676489,tt9288030",0.2363,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm2053703,983911.0,Louise Kiely,,"tt11813216,tt9059760,tt21072112,tt3544112",0.4615,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm1317128,142288.0,Coralie Rose,/rclAMA1an60Huk6mA8nAyQxleZS.jpg,"tt1181840,tt26923645,tt12422850,tt15501070",0.8953,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0325202,63672.0,Gail Goldberg,,"tt0147800,tt0247638,tt1204342",0.2692,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0217241,20905.0,Melissa DeLizia,,"tt8324422,tt30505698,tt21276878,tt2712612",0.0898,Inconnu,1981-02-16,"Silver Spring, Maryland, USA",Inconnu,casting_director,casting_director,casting_department,actress
nm1445655,1319119.0,Ania O'Hare,,"tt1734135,tt2109248,tt2309295,tt6865906",0.315,Inconnu,Inconnu,"Warsaw, Poland",Inconnu,casting_director,casting_director,casting_department,actress
nm2209540,1367029.0,Youna De Peretti,/vWT6sjz4XVXd4JRub86nJH11CbQ.jpg,"tt35354686,tt35519445,tt27531109,tt13269580",0.0459,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0030906,1079987.0,Jill Anthony Thomas,,"tt0238784,tt14271498,tt5580540,tt0149460",0.2175,Inconnu,1969-02-04,"Encino, California, USA",Inconnu,casting_director,casting_director,casting_department,actress
nm1431995,,Leah Stanko Mangum,,"tt13006520,tt7826258,tt6444144,tt33041183",,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0110528,1030267.0,Sylvie Brocheré,,"tt0120802,tt0356150,tt0327437,tt0372824",0.0973,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm1838054,1074626.0,Bonnie Lee Bouman,/f0uBxr7klpKWdqiD5QYf43F2rdN.jpg,"tt23476986,tt31728330,tt1341338,tt27951663",0.3835,Inconnu,Inconnu,"Moose Jaw, Saskatchewan, Canada",Inconnu,casting_director,casting_director,casting_department,actress
nm2443374,1122554.0,Meriem Amari,/d5sP0FaOMx2BWCH9cax4HL89vOG.jpg,"tt1670345,tt0401711,tt2761794,tt30781967",0.0589,Inconnu,1971-01-01,"Sidi Ben Adda, Algeria",Inconnu,casting_director,casting_director,casting_department,actress
nm3451508,1176098.0,Mathilde Snodgrass,,"tt11210390,tt5151570,tt22893404,tt0361748",0.06,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0673708,1419108.0,Angela Peri,,"tt8946378,tt14849194,tt10366460,tt0964517",0.1158,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm1673616,1020057.0,Tiffany Little Canfield,/3LaQWUuBCFuFt74Kaxlt5ijfYid.jpg,"tt1262426,tt1321510,tt9466114,tt1615147",0.4137,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm1483713,6531.0,Yolanda Serrano,,"tt1242422,tt6908274,tt4857264,tt4326444",0.1157,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm2857592,,Txabe Atxa,,"tt27729779,tt3774894,tt8333560,tt16156592",,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm6048283,1527443.0,Emily Brockmann,,"tt12789558,tt3447590,tt6263850,tt16311594",0.4399,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0899604,1742761.0,Dea Vise,/ldRzNhnO8vytoBaZUpEDxhPiPnM.jpg,"tt17009348,tt20218618,tt38594642,tt21876766",0.0478,Inconnu,1967-12-05,"Dallas, Texas, USA",Inconnu,casting_director,casting_director,casting_department,actress
nm3128405,,Cara Chute Rosenbaum,,"tt2788432,tt2211129,tt1480684,tt17321230",,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
nm0821988,61860.0,Mariana Stansheva,/3fQVzQeRaTbqD777xk5OXtEIOCm.jpg,"tt1288403,tt1112782,tt1971325,tt3014866",0.3736,Inconnu,Inconnu,Inconnu,Inconnu,casting_director,casting_director,casting_department,actress
