ncons,Id IMDb,Identité,Photo de profil,Connu pour ces Films,Popularité,Biographie,Année de naissance,Lieu de naissance,Année de décès,Métier,Profession Primaire,Profession Secondaire,Profession Tertiaire
nm1436417,108842.0,Henri Magalon,,"tt0377917,tt1816518,tt29313285,tt9719864",0.0387,Inconnu,1970.0,"Toulon, France",Inconnu,producer,producer,writer,script_department
nm0740427,937873.0,Kirk Roos,/3Hmn5FLjoob4VR0fxNIHQ9pZKIz.jpg,"tt30443437,tt32827440,tt1935902,tt22409096",0.0843,Inconnu,1972.0,Inconnu,Inconnu,producer,producer,writer,actor
nm2257325,1817865.0,Pauline Gygax,/p5PFSITtFumzDKP4N3PRXzAWHl6.jpg,"tt2321405,tt13086492,tt8923444,tt19783948",0.0526,"Pauline Gygax, née en 1976 à Neuchâtel (Suisse), est une productrice de cinéma et de télévision suisse.

Pauline Gygax naît en 1976 à Neuchâtel, en Suisse, d'une mère photographe puis psychologue.

Après son gymnase à Genève, au Collège Voltaire en section artistique, elle étudie la photographie à l’École de Photographie de Vevey en 1997. Durant ces années, elle produit un travail personnel tout en enseignant. De 1999 à 2001, elle travaille dans le domaine de la photographie contemporaine et dirige le Centre de la Photographie de Genève.

En 2003, elle se tourne vers le cinéma. Elle fonde et codirige la société de production de films Rita productions avec Max Karli à Genève. D'abord active principalement en Suisse, la société s'étend en France et en Belgique et évolue notamment au travers de coproductions. Fin 2017, Pauline Gygax et Max Karli s'unissent aux quatre réalisateurs de Bande à Part Films, Lionel Baier, Jean-Stéphane Bron, Ursula Meier et Frédéric Mermoud pour créer Banditas Films, une nouvelle société de production.

Elle s'essaie à la direction et la réalisation avec son premier et unique court métrage Promis Juré sorti en 2004, mais décide finalement de se concentrer sur la production.

Le 21 septembre 2021, elle succède à Lionel Baier à la tête du programme bachelor cinéma de l'École cantonale d'art de Lausanne.

Elle est mariée à Max Karli, avec qui elle a deux enfants, nés en 2001 et 2007.

Variées, ses productions ont toutes une teneur politique et mettent la plupart du temps en avant des figures féminines fortes. Elle essaie de repenser la manière dont on fait du cinéma en mettant en place des pratiques plus participatives, plus égalitaires et plus horizontales.

Elle produit avec Rita Productions plusieurs long métrages, dont Déchainées de Raymond Vouillamoz, Les Grandes Ondes de Lionel Baier ou Le vent tourne de Bettina Oberli, des documentaires comme Dirty Gold War sorti en 2015 et réalisé par Daniel Schweizer et des courts métrages. Elle a également coproduit Le film Ma vie de Courgette, qui rencontre un grand succès international et de nombreuses récompenses, notamment deux César, le prix du meilleur film Suisse et le prix du meilleur film d'animation européen. En 2019, elle produit la série télévisée d'espionnage suisse Helvetica, qui est diffusée sur la Radio télévision suisse.

Elle a travaillé notamment avec les productrices Céline Sciamma, Marie-Ange Luciani et Sylvie Pialat et les actrices Adèle Haenel et Mélanie Thierry.

Féministe engagée, elle est conseillère au sein de l'association Swiss Women’s Audiovisual Network, qui se bat pour la parité dans le cinéma suisse. Elle est également membre du groupe français 5050 pour 2020 et fait partie de l'association Le Deuxième Regard, réseau qui a pour but de dénoncer et lever les stéréotypes de genre dans le cinéma.

Elle prend part en 2018 à la montée des marches 100 % féminine du Festival de Cannes pour demander l’égalité (notamment salariale) dans le cinéma.

Source: Article ""Pauline Gygax"" de Wikipédia en français, soumis à la licence CC-BY-SA.",1976.0,"Neuchâtel, Switzerland",Inconnu,producer,producer,writer,director
nm0353929,974609.0,Kristin Hahn,/uSVCaKQznKg7pdWaa9hBNZqbogg.jpg,"tt4878482,tt0118626,tt0452694,tt0407887",0.3098,Inconnu,1969.0,"Omaha, Nebraska, USA",Inconnu,producer,producer,writer,production_department
nm1410462,107765.0,Gabriel Cowan,,"tt2389182,tt1220706,tt1240543,tt1757746",0.0927,Inconnu,1973.0,"Los Angeles, California, USA",Inconnu,producer,producer,writer,director
nm1912565,1405913.0,Paula Alvarez Vaccaro,,"tt2800340,tt2112337,tt2634548,tt6627168",0.0256,Inconnu,1973.0,"Buenos Aires, Argentina",Inconnu,producer,producer,writer,production_manager
nm0584427,56158.0,Lorne Michaels,/lVBbmYJmYQWOODTPJFjOZzvS4x8.jpg,"tt0072562,tt0106598,tt0096626,tt0496424",0.5163,Inconnu,1944.0,"Toronto, Ontario, Canada",Inconnu,producer,producer,writer,actor
nm0296827,68390.0,Marc Frydman,/34h7o1kfuMH2rW7ZDNQvxqF09HM.jpg,"tt0208874,tt0429455,tt0454824,tt1073241",0.7577,Inconnu,1958.0,Inconnu,Inconnu,producer,producer,writer,director
nm1504431,1894133.0,Sean Bradley,,"tt35314797,tt26081866,tt8041276,tt9765222",0.0,Inconnu,1981.0,Inconnu,Inconnu,producer,producer,writer,director
nm0813309,61921.0,Courtney Solomon,/xujLAPgpM1JXLqE0X4mWVrPTmqd.jpg,"tt4126476,tt0429573,tt3442006,tt10627334",0.7497,Inconnu,1971.0,"Toronto, Ontario, Canada",Inconnu,producer,producer,writer,director
nm0066985,1218835.0,Ira Steven Behr,,"tt0106145,tt0389564,tt0318252,tt0092455",0.1264,Inconnu,1953.0,"New York, New York, U.S.",Inconnu,producer,producer,writer,script_department
nm0962223,1220604.0,Tom Hern,/v5nyfHqKgoGBn4bPcpSZ5oGmIHb.jpg,"tt2192016,tt8810790,tt9691136,tt4779682",0.5337,Inconnu,1984.0,Inconnu,Inconnu,producer,producer,writer,director
nm2213147,1075100.0,Juan de Dios Larraín,,"tt1619029,tt12536294,tt5639354,tt2059255",0.2989,Inconnu,1978.0,Inconnu,Inconnu,producer,producer,writer,actor
nm0794626,558100.0,Marc Shmuger,,"tt2872732,tt4287320,tt7456310,tt1714206",0.1023,Inconnu,1958.0,Inconnu,Inconnu,producer,producer,writer,script_department
nm0885385,120128.0,Pietro Valsecchi,/4fZoySrPVJDmobjrfPy00GBo0a6.jpg,"tt0112980,tt5290524,tt1167611,tt3856124",0.1475,"Pietro Valsecchi, né le 14 juin 1953 à Crema en Lombardie, est un acteur, scénariste et producteur italien de films et séries de télévision.

En 1991, avec Camilla Nesbitt, il fonde la société de production italienne «Taodue film». En 1995, il a remporté le prix David di Donatello du meilleur producteur pour le film Un héros ordinaire (titre original italien: Un eroe borghese).

Source: Article ""Pietro Valsecchi"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1953.0,"Crema, Lombardy, Italy",Inconnu,producer,producer,writer,actor
nm3124032,1176018.0,Maverick Carter,/zD0UnNQOAH7OfDtIwjoMjbjivPr.jpg,"tt8009428,tt6328046,tt21837726,tt3554046",0.2906,Inconnu,1981.0,"Atlanta, Georgia, USA",Inconnu,producer,producer,writer,actor
nm0249421,1215761.0,Ben Edlund,/89MeUEwwssEMp0FmGf64539FNB8.jpg,"tt0112196,tt0162065,tt0460681,tt0120913",0.3782,Inconnu,1968.0,"Pembroke, Massachusetts, USA",Inconnu,writer,producer,writer,animation_department
nm0338396,7765.0,Walon Green,/73kzAYsaB7QjVr7ZecVmaTswZIr.jpg,"tt0065214,tt0106079,tt0067197,tt0098844",0.4423,Inconnu,1936.0,"Baltimore, Maryland, USA",Inconnu,writer,producer,writer,miscellaneous
nm0738908,1217611.0,John Romano,/y1KekP9JIf6W5SXr5LPAKO2yvX7.jpg,"tt1189340,tt0081873,tt0098772,tt0138524",0.3177,Inconnu,1948.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm0001053,1224.0,Ethan Coen,/lbL8LEcvuxNrzda37g3mysOS2qS.jpg,"tt6412452,tt2042568,tt1019452,tt0116282",0.8429,Inconnu,1957.0,"Minneapolis, Minnesota, USA",Inconnu,writer,producer,writer,director
nm0043742,19769.0,David Ayer,/7JmWK2wg2StEc9eYjY96s7OJgb7.jpg,"tt1855199,tt1742334,tt1386697,tt9150192",0.9901,Inconnu,1968.0,"Champaign, Illinois, USA",Inconnu,writer,producer,writer,director
nm0770005,1617.0,James Schamus,/a19sHOYYuXMJQPryiX0AKCPTXaR.jpg,"tt0190332,tt0119349,tt0808357,tt0388795",0.3297,Inconnu,1959.0,"Detroit, Michigan, USA",Inconnu,writer,producer,writer,director
nm0035905,57538.0,Scot Armstrong,/eUvUVvELAEDPE7WTOEPXaL3McuI.jpg,"tt0215129,tt0302886,tt0335438,tt0408839",0.0883,Inconnu,1970.0,Inconnu,Inconnu,writer,producer,writer,director
nm0923736,12891.0,Joss Whedon,/mVvpZnKYKSCtkOQixQnOonV5kv3.jpg,"tt0118276,tt0848228,tt1259521,tt0162065",0.9081,Inconnu,1964.0,"New York City, New York, USA",Inconnu,writer,producer,writer,director
nm0291085,,Scott J.T. Frank,,"tt0123358,tt0123338,tt0232537,tt0232308",,Inconnu,1958.0,Inconnu,Inconnu,writer,producer,writer,director
nm0075834,1213783.0,Rick Berman,/mEznRUFYLmpD6jPPeZKLWkHtPdn.jpg,"tt0117731,tt0111280,tt0120844,tt0244365",0.4066,Inconnu,1945.0,"New York City, New York, USA",Inconnu,writer,producer,writer,actor
nm0042006,162371.0,Scott Aukerman,/8EzxI2WvFBABaVe7ISrBy8nucp4.jpg,"tt9398640,tt1535002,tt0295178,tt0258100",0.149,Inconnu,1970.0,"Savannah, Georgia, USA",Inconnu,writer,producer,writer,actor
nm0003662,21206.0,Graham Yost,/lFlKo3Bm9QMe7Qwhry21CEobj8d.jpg,"tt1489428,tt0111257,tt0120570,tt0374463",0.6174,Inconnu,1959.0,"Etobicoke, Greater Toronto, Ontario, Canada",Inconnu,writer,producer,writer,script_department
nm0476064,15345.0,Alex Kurtzman,/uDZxuaV19OYMhN7vuuVg1bSlqUM.jpg,"tt2647544,tt0796366,tt2345759,tt5171438",1.0307,Inconnu,1973.0,"Los Angeles, California, USA",Inconnu,writer,producer,writer,miscellaneous
nm0618680,6047.0,Jeffrey Nachmanoff,/vUpyTkNbPH83kOclKsbINopEkJ2.jpg,"tt0988047,tt0319262,tt4154916,tt1243957",0.4081,Inconnu,1967.0,USA,Inconnu,writer,producer,writer,director
nm0228908,11708.0,Leslie Dixon,/aQJvosFeEeycVmUmng7LqokF9q0.jpg,"tt1219289,tt0322330,tt0093693,tt1563742",0.3985,Inconnu,1954.0,"New York, New York, U.S.",Inconnu,writer,producer,writer,script_department
nm0380980,9182.0,Marshall Herskovitz,/zhlyPc5H0KqCDNG4vZsaZJb4XFe.jpg,"tt0092492,tt0325710,tt0181865,tt0202198",0.2169,Inconnu,1952.0,"Philadelphia, Pennsylvania, USA",Inconnu,writer,producer,writer,director
nm0888743,20204.0,James Vanderbilt,/pg4kZ7a3GDoSqmuF8Tmw4jw5L6N.jpg,"tt0443706,tt29567915,tt11245972,tt1628841",0.9064,Inconnu,1975.0,"Norwalk, Connecticut, U.S.",Inconnu,writer,producer,writer,script_department
nm0093560,18189.0,Mark Bomback,/sasLL2smKWuZUjYq7d9O2QQrN0G.jpg,"tt2103281,tt3450958,tt0335121,tt1386703",0.6121,Inconnu,1971.0,"New Rochelle, New York, USA",Inconnu,writer,producer,writer,script_department
nm0326040,5575.0,Akiva Goldsman,/7dWsuEUrC7AmAzZAeNstZ2zg1M8.jpg,"tt0268978,tt12327578,tt0118688,tt0352248",0.745,Inconnu,1962.0,"New York City, New York, USA",Inconnu,writer,producer,writer,director
nm0073688,57406.0,Alec Berg,/8qCkqxlyxrSybMnUWf85XQ11qMB.jpg,"tt5348176,tt0098904,tt2575988,tt0312528",0.3753,Inconnu,1969.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm1334526,11092.0,Simon Kinberg,/uEGvyKEVEotzWNeU0g2bN6b6s9q.jpg,"tt3659388,tt3315342,tt1502712,tt1877832",0.5042,Inconnu,1973.0,"London, England, UK",Inconnu,writer,producer,writer,script_department
nm0371462,222485.0,Gregory C. Haynes,,"tt0116956,tt1598778,tt0215679,tt6018306",0.0362,Inconnu,1968.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm0467942,21155.0,Jim Kouf,/nNFrSM8DICtVHUBZlZ3tDLlawqY.jpg,"tt1830617,tt0094025,tt0368891,tt2241351",0.445,Inconnu,1951.0,"Hollywood, California, USA",Inconnu,writer,producer,writer,miscellaneous
nm0043233,21156.0,Oren Aviv,/90tb2LqgwcBjBoNDsTm2QQo7Sq5.jpg,"tt0368891,tt0465234,tt3072482,tt1259528",0.2208,Inconnu,1961.0,Inconnu,Inconnu,writer,producer,writer,Inconnu
nm0774792,68700.0,Bob Schooley,/avVPgaPYt50FOwpWKT16lXJiDnM.jpg,"tt0892700,tt0278866,tt5515212,tt0405325",0.2409,Inconnu,1961.0,"Levittown, Pennsylvania, USA",Inconnu,writer,producer,writer,sound_department
nm1699780,53091.0,Suha Arraf,,"tt3837950,tt1172963,tt0423310,tt1877722",0.3611,Inconnu,1969.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm0515941,1205496.0,Christopher Lloyd,/jqdMLOeJvxp9cvJ3jZDtsoCK9fq.jpg,"tt1442437,tt0106004,tt0424095,tt0319963",0.6556,Inconnu,1960.0,"Waterbury, Connecticut, USA",Inconnu,writer,producer,writer,miscellaneous
nm0444653,70039.0,Joe Keenan,,"tt0106004,tt0424095,tt0410975,tt0319963",0.2041,Inconnu,1958.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm0256079,51328.0,Matt Ember,/wZLVTHz5tqotHSUMxiwCiMBNXaD.jpg,"tt0425061,tt0427229,tt0848537,tt4532038",0.1781,Inconnu,1961.0,Inconnu,Inconnu,writer,producer,writer,script_department
nm1014365,60931.0,John Altschuler,/9WsfnM8f6uvcXvsC8dEFoY6VTxl.jpg,"tt2575988,tt0118375,tt5457178,tt0445934",0.276,Inconnu,1963.0,USA,Inconnu,writer,producer,writer,miscellaneous
nm0319213,66633.0,Vince Gilligan,/z3E0DhBg1V1PZVEtS9vfFPzOWYB.jpg,"tt0106179,tt0903747,tt9243946,tt3032476",2.9819,"Vince Gilligan, né le 10 février 1967 à Richmond, est un scénariste, producteur et réalisateur américain au cinéma et à la télévision. Après s'être fait connaître pour son travail de scénariste sur la série télévisée X-Files, il a créé et est devenu le showrunner de la série Breaking Bad, ainsi que sa série dérivée, Better Call Saul.",1967.0,"Richmond, Virginia, USA",Inconnu,writer,producer,writer,director
nm0374302,1213170.0,Allan Heinberg,/mfwsR12OwlpxrJoEcQiBLJmGG8S.jpg,"tt1751634,tt0451279,tt4396862,tt0413573",0.5193,Inconnu,1967.0,"Tulsa, Oklahoma, USA",Inconnu,writer,producer,writer,miscellaneous
nm0112459,10567.0,Aline Brosh McKenna,/7U6a2yhwkxvOkOm9HjfDl0qUmm2.jpg,"tt4094300,tt0458352,tt12823454,tt1126618",0.2601,Inconnu,1967.0,Frankreich,Inconnu,writer,producer,writer,director
nm0923980,60185.0,William Wheeler,/iVnk5TrUWPQDC4iNtJFih4nYvw9.jpg,"tt4341582,tt2249007,tt0462338,tt1219827",0.2186,Inconnu,1967.0,"Philadelphia, Pennsylvania, USA",Inconnu,writer,producer,writer,Inconnu
nm0419830,162931.0,Al Jean,/hoa1W0dwWBBf6Pqm2Ye1y3larnb.jpg,"tt0096697,tt0462538,tt0090459,tt0118487",0.7078,Inconnu,1961.0,"Detroit, Michigan, USA",Inconnu,writer,producer,writer,miscellaneous
nm0561631,1216632.0,Ian Maxtone-Graham,,"tt0096697,tt0462538,tt1759761,tt0072562",0.2577,Inconnu,1959.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm0304830,59413.0,Robert Ben Garant,/s9rT8CYCv9ID77GPTKQnNfksIFT.jpg,"tt0370194,tt0499554,tt2318527,tt1469304",0.4483,Inconnu,1970.0,"Cookeville, Tennessee, USA",Inconnu,writer,producer,writer,actor
nm1104057,66515.0,Adam F. Goldberg,/bWyDz4cUe7IJGplo2aloOSvqPqt.jpg,"tt2712740,tt18545980,tt1630574,tt0489049",0.5582,Inconnu,1976.0,Philadelphia,Inconnu,writer,producer,writer,actor
nm0104973,7865.0,Michael Brandt,/13p3xvGWhCbSNgv9S2DiBcPnoWQ.jpg,"tt0381849,tt10720352,tt2261391,tt0493464",0.7809,Inconnu,1968.0,"Madison, Wisconsin, USA",Inconnu,writer,producer,writer,director
nm1005420,67484.0,Ashley E. Miller,/dvWGQk1DXtZii0rfAAzLjWbIJPP.jpg,"tt14069590,tt1270798,tt0313911,tt0213327",0.4446,Inconnu,1971.0,"Windber, Pennsylvania, USA",Inconnu,writer,producer,writer,miscellaneous
nm0770650,3030.0,Andrew Scheinman,,"tt0104257,tt0092005,tt0817177,tt0098635",0.1946,Inconnu,1948.0,Inconnu,Inconnu,writer,producer,writer,script_department
nm0431622,60678.0,William Joyce,/yJXZECvLRdXbtCY0Vl104HjNgbR.jpg,"tt0848537,tt1446192,tt1778342,tt0172049",0.2056,Inconnu,1957.0,"Shreveport, Louisiana, USA",Inconnu,writer,producer,writer,art_department
nm0338169,191937.0,Michael Green,/A7zyzx1U5Fc5Cq979WkbEVpSepy.jpg,"tt3315342,tt1856101,tt13309742,tt1133985",0.622,Inconnu,1973.0,"Mamaroneck, New York, USA",Inconnu,writer,producer,writer,miscellaneous
nm0794252,2058648.0,Matthew Shire,/3F5T4HnH4v8QSYFg42m4peA0328.jpg,"tt9134194,tt14376190,tt0852713,tt0892791",0.0214,Inconnu,1975.0,Inconnu,Inconnu,writer,producer,writer,production_department
nm1698571,54734.0,Evan Goldberg,/qh0pRmpYzyix1ErrMGADthTnpLa.jpg,"tt1245492,tt23649128,tt0829482,tt1700841",0.9707,Inconnu,1982.0,"Vancouver, British Columbia, Canada",Inconnu,writer,producer,writer,director
nm0927880,41289.0,Lionel Wigram,/yKSO28LxWXwZaiBPh9ObLRvE1Jf.jpg,"tt1638355,tt1972591,tt3183660,tt0988045",0.572,Inconnu,1962.0,Inconnu,Inconnu,writer,producer,writer,production_department
nm1010540,62635.0,Terence Winter,/6zXJtYwjH9njuAcyCIeZXngVOgR.jpg,"tt0141842,tt0993846,tt0979432,tt0430308",0.396,Inconnu,1960.0,"Brooklyn, New York City, New York, USA",Inconnu,writer,producer,writer,actor
nm0285379,67360.0,Maya Forbes,/1q2X1PXFK1hpaf0GfCA5qyJPj01.jpg,"tt0103466,tt1969062,tt0892782,tt1031969",0.3878,Inconnu,1968.0,"Cambridge, Massachusetts, USA",Inconnu,writer,producer,writer,miscellaneous
nm0150093,1232779.0,Vincent Chalvon-Demersay,,"tt0283226,tt0374419,tt2021833,tt0480499",0.0885,Inconnu,1964.0,Inconnu,Inconnu,writer,producer,writer,actor
nm0584813,1213748.0,David Michel,/odtGjmUkKzISuNe8tXDra7orzkl.jpg,"tt21942776,tt7150060,tt10341040,tt0283226",0.212,Inconnu,1975.0,"Paris, France",Inconnu,writer,producer,writer,actor
nm2078681,1273117.0,Michael Lesslie,/yWVeg77Pwol0ziN3ZK2zxqJ4nq8.jpg,"tt10545296,tt2884018,tt2094766,tt9098872",0.4343,Inconnu,1984.0,UK,Inconnu,writer,producer,writer,miscellaneous
nm0606597,84740.0,Iain Morris,/pZRZtAlE6GiMDMhVmM7n3TKm2sR.jpg,"tt1220617,tt3097204,tt1716772,tt10767052",0.291,Inconnu,1973.0,"Woking, Surrey, England, UK",Inconnu,writer,producer,writer,script_department
nm0718514,6056.0,Mike Reiss,/krjWxMppJSRmjqf4pocwjG3YL8y.jpg,"tt0096697,tt0462538,tt0090459,tt0118487",0.6011,Inconnu,1959.0,"Bristol, Connecticut, USA",Inconnu,writer,producer,writer,miscellaneous
nm2035069,1441716.0,Simon Kelton,,"tt1083452,tt0442933,tt26744765,tt0338348",0.0517,Inconnu,1966.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm0578771,186858.0,Ivan Menchell,/Ac3kSlOS07KoPkl40qlsyWEZF7q.jpg,"tt32563402,tt1086772,tt28528519,tt0106080",0.0993,Inconnu,1961.0,Inconnu,Inconnu,writer,producer,writer,actor
nm0457736,1214366.0,Edward Kitsis,/5Re9mReATq4ZMRuxkona0YzQ1Dt.jpg,"tt0411008,tt1843230,tt1104001,tt0312098",0.628,Inconnu,1971.0,"Minnesota, USA",Inconnu,writer,producer,writer,miscellaneous
nm1079524,1692541.0,Sean Cliver,/1WTaR4pzHn8zBf3GdJonUJtJbXo.jpg,"tt3063516,tt0389701,tt0382578,tt11005796",0.2043,Inconnu,1969.0,"Stevens Point, Wisconsin, USA",Inconnu,writer,producer,writer,camera_department
nm0744839,27.0,Eric Roth,/p61cF5pqC6cH6CgXQUuBpW6P2qa.jpg,"tt1160419,tt0109830,tt0140352,tt1517451",0.7524,Inconnu,1945.0,"New York City, New York, USA",Inconnu,writer,producer,writer,miscellaneous
nm0589871,254681.0,Travis Milloy,,"tt3839880,tt1188729,tt0117762,tt11229564",0.2041,Inconnu,1969.0,"	Chicago, Illinois",Inconnu,writer,producer,writer,editor
nm1803036,928106.0,C. Robert Cargill,/wU26chPT5GHacto4ILfv6QIevsu.jpg,"tt7144666,tt1211837,tt13654226,tt1922777",0.6134,Inconnu,1975.0,"San Antonio, Texas, USA",Inconnu,writer,producer,writer,actor
nm0304432,210053.0,Bobs Gannaway,/q0JueyPsJUGser2bxWTJrKGCqi4.jpg,"tt0144700,tt0112197,tt0119282,tt0784896",0.3849,Inconnu,1965.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm1547579,54488.0,David Paterson,,"tt0398808,tt1226766,tt0436524",0.0541,Inconnu,1966.0,Inconnu,Inconnu,writer,producer,writer,stunts
nm0625858,1018751.0,André Nemec,/kuuEycNLQDeAhaH9QNd3lpnLM62.jpg,"tt1291150,tt1229238,tt13357520,tt3949660",0.4072,Inconnu,1972.0,"Yonkers, New York, USA",Inconnu,writer,producer,writer,actor
nm0169180,127146.0,Alan R. Cohen,/xlJoaaVnrcfo8f4HAaDvxWc5Q1t.jpg,"tt0118375,tt1231583,tt22050754,tt10627334",0.1895,Inconnu,1964.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm0963359,23447.0,Jane Goldman,/p7rediE1pQuLhLjg3vXiU78Wx9x.jpg,"tt1250777,tt2802144,tt0486655,tt1596365",0.8115,Inconnu,1970.0,"England, UK",Inconnu,writer,producer,writer,actress
nm0771228,54869.0,Paul T. Scheuring,/2hNYumD0sMCDezKvTtDwginHP4L.jpg,"tt0997152,tt1259528,tt0266465,tt0455275",0.7956,Inconnu,1968.0,"Aurora, Illinois, USA",Inconnu,writer,producer,writer,director
nm0003298,3228.0,Scott Rosenberg,/ihudUGp6RV0KAjCCFwsal2xq8GV.jpg,"tt0115639,tt0118880,tt7975244,tt0187078",0.3727,Inconnu,1963.0,"Needham, Massachusetts, USA",Inconnu,writer,producer,writer,actor
nm0973233,171830.0,Marc Guggenheim,/zWZdt5nteG3E73bZDNAp1LdPRQ.jpg,"tt2193021,tt1734135,tt4532368,tt1133985",0.577,Inconnu,1970.0,"Long Island, New York, USA",Inconnu,writer,producer,writer,director
nm1510800,1239407.0,Drew Pearce,/4NQlBx0ttphcz4fdEd7t6qOVhFR.jpg,"tt5834262,tt1300854,tt1684562,tt2381249",0.3935,Inconnu,1975.0,"Fife, Scotland, UK",Inconnu,writer,producer,writer,script_department
nm0906413,58052.0,Ka-Fai Wai,/8A97ii7mGZcVtId5nUx7QoXc4hb.jpg,"tt0374184,tt0969269,tt10283270,tt2165735",0.8789,Inconnu,1962.0,"Hong Kong, British Crown Colony [now China]",Inconnu,writer,producer,writer,director
nm0376260,99410.0,Chris Henchy,/jCYnLwiRpMtbY8wTQEwJZ0IZu1V.jpg,"tt0457400,tt1386588,tt1790886,tt0387199",0.5022,Inconnu,1964.0,"New York City, New York, USA",Inconnu,writer,producer,writer,actor
nm0825217,1222719.0,Mark Stegemann,,"tt0285403,tt1242441,tt5016504,tt0496356",0.2202,Inconnu,1972.0,Inconnu,Inconnu,writer,producer,writer,director
nm2057975,513378.0,Elizabeth Meriwether,/jWDH9pv8huDNFNhaasCAUzuTgVy.jpg,"tt1826940,tt1411238,tt10166622,tt30252752",0.3088,Inconnu,1981.0,Inconnu,Inconnu,writer,producer,writer,music_department
nm0608034,51852.0,Lew Morton,,"tt0149460,tt1759761,tt0841046,tt0112095",0.193,Inconnu,1970.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm0517188,17310.0,Jeph Loeb,/zbU9aOrxMtXVSUAHlY5d6cQW2EE.jpg,"tt9811316,tt3322312,tt2357547,tt0090142",0.3858,Inconnu,1958.0,"Stamford, Connecticut, USA",Inconnu,writer,producer,writer,miscellaneous
nm0245791,1024830.0,Stephen Dyer,,"tt1435513,tt0280456,tt1621013,tt0124555",0.047,Inconnu,1965.0,Inconnu,Inconnu,writer,producer,writer,Inconnu
nm0637497,149495.0,Marti Noxon,/1kjzpwkPmXuB86sxZhDRfyrFgYt.jpg,"tt0118276,tt2649356,tt5541240,tt3314218",0.4021,Inconnu,1964.0,"Los Angeles, California, USA",Inconnu,writer,producer,writer,miscellaneous
nm1988994,1223895.0,Rafe Judkins,/HeImj6jOp4wGfcfG4o0Rj51kq3.jpg,"tt7462410,tt1464335,tt2364582,tt1217239",0.2052,Inconnu,1983.0,"Salt Lake City, Utah, USA",Inconnu,writer,producer,writer,miscellaneous
nm0825464,1058086.0,Garth Stein,,"tt1478839,tt2516792,tt8391658,tt0107372",0.1938,Inconnu,1965.0,Inconnu,Inconnu,writer,producer,writer,production_manager
nm1676793,51686.0,Mark Boal,/alCRTnJ5Yxf1SQhzQ2xzpSQtccu.jpg,"tt0887912,tt1790885,tt5390504,tt1488606",0.2397,Inconnu,1973.0,"New York City, New York, USA",Inconnu,writer,producer,writer,director
nm2873539,1181324.0,Sarah Haskins,/ArBGagBL2mriW0NFzZBAkCLZaHX.jpg,"tt1489887,tt1405365,tt3487356,tt1226229",0.2445,Inconnu,1979.0,Chicago,Inconnu,writer,producer,writer,actress
nm0002864,1222776.0,Michael Markowitz,,"tt0108755,tt1499658,tt0174378,tt0366034",0.1775,Inconnu,1961.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm2213739,1224498.0,Cherry Chevapravatdumrong,/h0tm976SHGp7c6WA7FHISrVclpE.jpg,"tt15268244,tt8690918,tt5691552,tt0182576",0.6848,Inconnu,1977.0,"Columbus, Ohio, USA",Inconnu,writer,producer,writer,miscellaneous
nm1176881,155659.0,Austin Winsberg,,"tt10314462,tt15388610,tt1142988,tt0415456",0.4436,Inconnu,1977.0,Inconnu,Inconnu,writer,producer,writer,actor
nm2023989,1261409.0,Sam Laybourne,,"tt3487356,tt10314462,tt2338232,tt4465368",0.1105,Inconnu,1974.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm2668884,,Elias Belkeddar,,"tt2965896,tt8435416,tt27502506,tt15445056",,Inconnu,1988.0,Inconnu,Inconnu,writer,producer,writer,director
nm1615610,34050.0,Allan Loeb,/xtDHFBb0QQ3QGvdPSextyouOBQr.jpg,"tt3922818,tt0889573,tt0469623,tt4682786",0.166,Inconnu,1969.0,"Highland Park, Illinois, USA",Inconnu,writer,producer,writer,actor
nm0675219,1214473.0,Michael R. Perry,/urHHDIkwUYi2cSBqgXCAHmpJqXi.jpg,"tt1836195,tt0203259,tt12809988,tt1567437",0.2004,Inconnu,1963.0,"Columbus, Ohio, USA",Inconnu,writer,producer,writer,miscellaneous
nm1273397,1224494.0,Wellesley Wild,/eBwkJndBaOPiruvp5hQkAZsfAL9.jpg,"tt0182576,tt2637276,tt2557490,tt1637725",0.2845,Inconnu,1972.0,Inconnu,Inconnu,writer,producer,writer,actor
nm1720648,84739.0,Damon Beesley,,"tt1220617,tt3097204,tt1716772,tt6010920",0.1001,Inconnu,1971.0,Inconnu,Inconnu,writer,producer,writer,director
